方曦驭循道,有意思,1582194084,0,0,0,10
中二的进击,有意思,1582173639,0,0,0,10
比阿拉伯王子矮一分米,新冠肺炎疫情期间，看这个特别有感觉，我的细胞们，好好保护我吧！！！！！！(ૢ˃ꌂ˂ૢ),1582019264,0,0,2,10
等6硬币改个名,我是来学习的，才不是因为血小板，真的,1569958738,0,0,0,10
遥不可期z,血小板太可爱了,1582129340,0,0,0,10
紫贝壳234,超萌且可爱，寓教于乐,1582123874,0,0,0,8
膀手摊手,赞赞赞赞,1582120372,0,0,0,10
星空下的云烟,感谢陪伴！,1582119037,0,0,0,10
域桐子,完美的教育动漫,1582113419,0,0,0,10
喜欢你而非世界,感谢体内的细胞,1582108853,0,0,0,10
悲歌泣,迟了,1582085610,0,0,0,10
赫曦台,风趣而不失严谨，通俗且不显枯燥。作为科普类动画的顶尖作品，很感谢18年的那个夏天有你陪我度过。现补上5星好评！！,1582043102,0,0,0,10
吾名凯,细胞学。。。,1582032558,0,0,0,10
沉迷吸居的艾樱,超有趣！还能涨知识！,1582029846,0,0,0,10
呆萌呆萌的大闸蟹,好新鲜有趣！（竟然现在才知道这动漫的存在～～～～～）以后发烧感冒都会保持良好心态，细胞菌们加油(ง •̀_•́)ง,1582021616,0,0,0,10
crorowa,这是我第一部接触的科学番,1582012166,0,0,0,10
星辰寻梦,好看,1582006619,0,0,0,10
千尘ccc,血小板俺爱辽0.0,1582004674,0,0,0,10
超自然嗯,入宅番,1581902265,0,0,1,10
乱烧石灰石,喜欢 等第二季,1581824383,0,0,2,10
-机智滑稽,好看！,1581770874,0,0,0,10
灬灬灬雨,最佳科普动画,1581971650,0,0,0,10
在-中门对反器材大狙,233,1581966214,0,0,0,10
五毒千里云x_w,还行,1581948689,0,0,0,10
路人甲的本愿,好看的！,1581924446,0,0,0,10
amazing峨眉子鹰,不错,1581862206,0,0,0,10
黑棋国王,极好的科普番，可惜漫画停更了,1581855616,0,0,0,10
帅气无敌大胖纸,还行还行~,1581855018,0,0,0,10
樱花散落の坡道,喜欢红细胞和白细胞，期待第二季！,1581850006,0,0,0,10
s狞虓z,前来补票,1581844581,0,0,0,10
